"Município";"Renda média domic. per capita"
"260430 CEDRO";184,50
"260440 CHA DE ALEGRIA";130,81
"260450 CHA GRANDE";189,97
"260460 CONDADO";155,62
"260470 CORRENTES";170,07
"260480 CORTES";143,85
"260490 CUMARU";110,80
"260500 CUPIRA";199,02
"260510 CUSTODIA";202,33
"260515 DORMENTES";127,78
"260520 ESCADA";187,53
"260530 EXU";137,14
"260540 FEIRA NOVA";193,69
"260545 FERNANDO DE NORONHA";1111,85
"260550 FERREIROS";166,80
"260560 FLORES";135,82
"260570 FLORESTA";225,36
"260580 FREI MIGUELINHO";159,64
"260590 GAMELEIRA";149,74
"260600 GARANHUNS";329,48
"260610 GLORIA DO GOITA";166,34
"260620 GOIANA";232,13
"260630 GRANITO";122,23
"260640 GRAVATA";271,18
"260650 IATI";105,52
"260660 IBIMIRIM";134,23
"260670 IBIRAJUBA";133,11
"260680 IGARASSU";239,35
"260690 IGUARACY";164,03
"260700 INAJA";133,14
"260710 INGAZEIRA";219,64
"260720 IPOJUCA";200,57
"260730 IPUBI";167,79
"260740 ITACURUBA";240,99
"260750 ITAIBA";146,06
"260760 ILHA DE ITAMARACA";308,73
"260765 ITAMBE";153,74
"260770 ITAPETIM";172,55
"260775 ITAPISSUMA";229,02
"260780 ITAQUITINGA";159,55
"260790 JABOATAO DOS GUARARAPES";464,51
"260795 JAQUEIRA";127,56
"260800 JATAUBA";142,63
"260805 JATOBA";206,46
"260810 JOAO ALFREDO";168,99
"260820 JOAQUIM NABUCO";159,72
"260825 JUCATI";124,48
"260830 JUPI";184,78
"260840 JUREMA";147,29
"260845 LAGOA DO CARRO";232,68
"260850 LAGOA DE ITAENGA";161,62
"260860 LAGOA DO OURO";114,31
"260870 LAGOA DOS GATOS";146,20
"260875 LAGOA GRANDE";206,03
"260880 LAJEDO";238,93
"260890 LIMOEIRO";231,83
"260900 MACAPARANA";152,96
"260910 MACHADOS";182,17
"260915 MANARI";54,18
"260920 MARAIAL";117,46
"260930 MIRANDIBA";128,42
"260940 MORENO";197,98
"260950 NAZARE DA MATA";232,92
"260960 OLINDA";506,52
"260970 OROBO";154,32
"260980 OROCO";199,92
"260990 OURICURI";206,00
"261000 PALMARES";265,69
"261010 PALMEIRINA";199,37
"261020 PANELAS";141,98
"261030 PARANATAMA";136,33
"261040 PARNAMIRIM";170,20
"261050 PASSIRA";159,00
"261060 PAUDALHO";207,69
"261070 PAULISTA";420,84
"261080 PEDRA";172,26
"261090 PESQUEIRA";222,23
"261100 PETROLANDIA";229,07
"261110 PETROLINA";398,36
"261120 POCAO";156,34
"261130 POMBOS";214,25
"261140 PRIMAVERA";167,13
"261150 QUIPAPA";144,48
"261153 QUIXABA";101,27
"261160 RECIFE";772,12
"261170 RIACHO DAS ALMAS";297,29
"261180 RIBEIRAO";219,78
"261190 RIO FORMOSO";161,89
"261200 SAIRE";165,21
"261210 SALGADINHO";159,82
"261220 SALGUEIRO";280,06
"261230 SALOA";148,38
"261240 SANHARO";264,47
"261245 SANTA CRUZ";113,98
"261247 SANTA CRUZ DA BAIXA VERDE";156,02
"261250 SANTA CRUZ DO CAPIBARIBE";409,30
"261255 SANTA FILOMENA";91,06
"261260 SANTA MARIA DA BOA VISTA";209,13
"261270 SANTA MARIA DO CAMBUCA";135,88
"261280 SANTA TEREZINHA";145,99
"261290 SAO BENEDITO DO SUL";113,08
"261300 SAO BENTO DO UNA";306,75
"261310 SAO CAITANO";183,85
"261320 SAO JOAO";151,49
"261330 SAO JOAQUIM DO MONTE";150,56
"261340 SAO JOSE DA COROA GRANDE";195,10
"261350 SAO JOSE DO BELMONTE";162,04
"261360 SAO JOSE DO EGITO";190,77
"261370 SAO LOURENCO DA MATA";244,82
"261380 SAO VICENTE FERRER";154,62
"261390 SERRA TALHADA";249,63
"261400 SERRITA";147,74
"261410 SERTANIA";198,90
"261420 SIRINHAEM";171,08
"261430 MOREILANDIA";115,02
"261440 SOLIDAO";95,36
"261450 SURUBIM";258,84
"261460 TABIRA";161,80
"261470 TACAIMBO";152,30
"261480 TACARATU";138,46
"261485 TAMANDARE";166,09
"261500 TAQUARITINGA DO NORTE";276,94
"261510 TEREZINHA";92,56
"261520 TERRA NOVA";197,69
"261530 TIMBAUBA";233,09
"261540 TORITAMA";386,88
"261550 TRACUNHAEM";164,16
"261560 TRINDADE";359,87
"261570 TRIUNFO";226,04
"261580 TUPANATINGA";101,62
"261590 TUPARETAMA";205,25
"261600 VENTUROSA";200,03
"261610 VERDEJANTE";142,25
"261618 VERTENTE DO LERIO";110,21
"261620 VERTENTES";194,11
"261630 VICENCIA";156,77
"261640 VITORIA DE SANTO ANTAO";254,38
"261650 XEXEU";125,04
"270010 AGUA BRANCA";139,76
"270020 ANADIA";168,51
"270030 ARAPIRACA";254,77
"270040 ATALAIA";150,03
"270050 BARRA DE SANTO ANTONIO";133,57
"270060 BARRA DE SAO MIGUEL";216,78
"270070 BATALHA";247,27
"270080 BELEM";143,30
"270090 BELO MONTE";111,60
"270100 BOCA DA MATA";167,24
"270110 BRANQUINHA";118,91
"270120 CACIMBINHAS";141,75
"270130 CAJUEIRO";123,13
"270135 CAMPESTRE";149,40
"270140 CAMPO ALEGRE";130,34
"270150 CAMPO GRANDE";113,45
"270160 CANAPI";83,68
"270170 CAPELA";142,48
"270180 CARNEIROS";118,16
"270190 CHA PRETA";119,19
"270200 COITE DO NOIA";124,00
"270210 COLONIA LEOPOLDINA";151,19
"270220 COQUEIRO SECO";187,68
"270230 CORURIPE";181,68
"270235 CRAIBAS";113,54
"270240 DELMIRO GOUVEIA";217,12
"270250 DOIS RIACHOS";149,26
"270255 ESTRELA DE ALAGOAS";98,81
"270260 FEIRA GRANDE";135,14
"270270 FELIZ DESERTO";121,41
"270280 FLEXEIRAS";130,44
"270290 GIRAU DO PONCIANO";108,96
"270300 IBATEGUARA";143,18
"270310 IGACI";93,47
"270320 IGREJA NOVA";111,97
"270330 INHAPI";99,38
"270340 JACARE DOS HOMENS";228,47
"270350 JACUIPE";113,31
"270360 JAPARATINGA";168,94
"270370 JARAMATAIA";124,90
"270380 JOAQUIM GOMES";121,32
"270390 JUNDIA";124,11
"270400 JUNQUEIRO";160,38
"270410 LAGOA DA CANOA";120,28
"270420 LIMOEIRO DE ANADIA";124,69
"270430 MACEIO";561,28
"270440 MAJOR ISIDORO";120,96
"270450 MARAGOGI";142,94
"270460 MARAVILHA";82,50
"270470 MARECHAL DEODORO";217,49
"270480 MARIBONDO";200,90
"270490 MAR VERMELHO";127,78
"270500 MATA GRANDE";120,06
"270510 MATRIZ DE CAMARAGIBE";128,67
"270520 MESSIAS";142,62
"270530 MINADOR DO NEGRAO";124,15
"270540 MONTEIROPOLIS";183,70
"270550 MURICI";153,56
"270560 NOVO LINO";133,05
"270570 OLHO D'AGUA DAS FLORES";181,20
"270580 OLHO D'AGUA DO CASADO";92,98
"270590 OLHO D'AGUA GRANDE";97,85
"270600 OLIVENCA";81,70
"270610 OURO BRANCO";127,14
"270620 PALESTINA";110,23
"270630 PALMEIRA DOS INDIOS";230,40
"270640 PAO DE ACUCAR";168,39
"270642 PARICONHA";99,41
"270644 PARIPUEIRA";161,32
"270650 PASSO DE CAMARAGIBE";135,57
"270660 PAULO JACINTO";121,02
"270670 PENEDO";247,63
"270680 PIACABUCU";162,41
"270690 PILAR";175,02
"270700 PINDOBA";124,99
"270710 PIRANHAS";176,32
"270720 POCO DAS TRINCHEIRAS";69,63
"270730 PORTO CALVO";133,84
"270740 PORTO DE PEDRAS";98,07
"270750 PORTO REAL DO COLEGIO";118,06
"270760 QUEBRANGULO";149,36
"270770 RIO LARGO";221,20
"270780 ROTEIRO";128,15
"270790 SANTA LUZIA DO NORTE";167,59
"270800 SANTANA DO IPANEMA";186,43
"270810 SANTANA DO MUNDAU";127,98
"270820 SAO BRAS";133,45
"270830 SAO JOSE DA LAJE";167,51
"270840 SAO JOSE DA TAPERA";85,27
"270850 SAO LUIS DO QUITUNDE";139,60
"270860 SAO MIGUEL DOS CAMPOS";240,05
"270870 SAO MIGUEL DOS MILAGRES";158,99
"270880 SAO SEBASTIAO";138,99
"270890 SATUBA";256,77
"270895 SENADOR RUI PALMEIRA";76,72
"270900 TANQUE D'ARCA";128,01
"270910 TAQUARANA";122,33
"270915 TEOTONIO VILELA";163,58
"270920 TRAIPU";82,90
"270930 UNIAO DOS PALMARES";181,44
"270940 VICOSA";180,58
"280010 AMPARO DE SAO FRANCISCO";151,56
"280020 AQUIDABA";176,81
"280030 ARACAJU";694,14
"280040 ARAUA";202,65
"280050 AREIA BRANCA";172,77
"280060 BARRA DOS COQUEIROS";248,33
"280067 BOQUIM";186,63
"280070 BREJO GRANDE";112,27
"280100 CAMPO DO BRITO";215,28
"280110 CANHOBA";132,47
"280120 CANINDE DE SAO FRANCISCO";184,44
"280130 CAPELA";154,33
"280140 CARIRA";178,58
"280150 CARMOPOLIS";225,83
"280160 CEDRO DE SAO JOAO";198,99
"280170 CRISTINAPOLIS";172,39
"280190 CUMBE";116,97
"280200 DIVINA PASTORA";146,31
"280210 ESTANCIA";243,31
"280220 FEIRA NOVA";125,07
"280230 FREI PAULO";242,24
"280240 GARARU";135,41
"280250 GENERAL MAYNARD";171,38
"280260 GRACHO CARDOSO";161,96
"280270 ILHA DAS FLORES";130,61
"280280 INDIAROBA";133,51
"280290 ITABAIANA";265,54
"280300 ITABAIANINHA";170,58
"280310 ITABI";151,76
"280320 ITAPORANGA D'AJUDA";168,11
"280330 JAPARATUBA";193,21
"280340 JAPOATA";146,01
"280350 LAGARTO";215,78
"280360 LARANJEIRAS";172,04
"280370 MACAMBIRA";170,02
"280380 MALHADA DOS BOIS";125,45
"280390 MALHADOR";182,31
"280400 MARUIM";186,79
"280410 MOITA BONITA";179,84
"280420 MONTE ALEGRE DE SERGIPE";144,11
"280430 MURIBECA";157,98
"280440 NEOPOLIS";189,59
"280445 NOSSA SENHORA APARECIDA";135,41
"280450 NOSSA SENHORA DA GLORIA";217,33
"280460 NOSSA SENHORA DAS DORES";187,94
"280470 NOSSA SENHORA DE LOURDES";139,63
"280480 NOSSA SENHORA DO SOCORRO";224,70
"280490 PACATUBA";102,84
"280500 PEDRA MOLE";171,46
"280510 PEDRINHAS";164,68
"280520 PINHAO";167,27
"280530 PIRAMBU";223,22
"280540 POCO REDONDO";94,15
"280550 POCO VERDE";163,79
"280560 PORTO DA FOLHA";116,55
"280570 PROPRIA";272,70
"280580 RIACHAO DO DANTAS";126,40
"280590 RIACHUELO";173,91
"280600 RIBEIROPOLIS";227,96
"280610 ROSARIO DO CATETE";227,77
"280620 SALGADO";171,05
"280630 SANTA LUZIA DO ITANHY";113,66
"280640 SANTANA DO SAO FRANCISCO";126,95
"280650 SANTA ROSA DE LIMA";153,81
"280660 SANTO AMARO DAS BROTAS";174,51
"280670 SAO CRISTOVAO";252,23
"280680 SAO DOMINGOS";157,54
"280690 SAO FRANCISCO";160,83
"280700 SAO MIGUEL DO ALEIXO";135,72
"280710 SIMAO DIAS";170,49
"280720 SIRIRI";182,18
"280730 TELHA";151,30
"280740 TOBIAS BARRETO";198,85
"280750 TOMAR DO GERU";115,45
"280760 UMBAUBA";176,11
"290010 ABAIRA";197,70
"290020 ABARE";160,41
"290030 ACAJUTIBA";152,18
"290035 ADUSTINA";172,37
"290040 AGUA FRIA";113,68
"290050 ERICO CARDOSO";145,57
"290060 AIQUARA";176,29
"290070 ALAGOINHAS";356,46
"290080 ALCOBACA";230,22
"290090 ALMADINA";163,40
"290100 AMARGOSA";243,11
"290110 AMELIA RODRIGUES";247,78
"290115 AMERICA DOURADA";126,24
"290120 ANAGE";121,16
"290130 ANDARAI";165,67
"290135 ANDORINHA";150,03
"290140 ANGICAL";140,42
"290150 ANGUERA";131,86
"290160 ANTAS";198,33
"290170 ANTONIO CARDOSO";151,95
"290180 ANTONIO GONCALVES";143,23
"290190 APORA";140,08
"290195 APUAREMA";135,88
"290200 ARACATU";133,00
"290205 ARACAS";116,52
"290210 ARACI";116,48
"290220 ARAMARI";190,60
"290225 ARATACA";140,25
"290230 ARATUIPE";163,61
"290240 AURELINO LEAL";121,63
"290250 BAIANOPOLIS";153,22
"290260 BAIXA GRANDE";144,40
"290265 BANZAE";132,99
"290270 BARRA";111,07
"290280 BARRA DA ESTIVA";189,82
"290290 BARRA DO CHOCA";140,47
"290300 BARRA DO MENDES";176,49
"290310 BARRA DO ROCHA";157,08
"290320 BARREIRAS";451,31
"290323 BARRO ALTO";148,36
"290330 BARRO PRETO";162,83
"290340 BELMONTE";230,59
"290350 BELO CAMPO";196,00
"290360 BIRITINGA";160,23
"290370 BOA NOVA";106,00
"290380 BOA VISTA DO TUPIM";116,24
"290390 BOM JESUS DA LAPA";251,04
"290395 BOM JESUS DA SERRA";99,62
"290400 BONINAL";151,64
"290405 BONITO";149,01
"290410 BOQUIRA";159,89
"290420 BOTUPORA";102,81
"290430 BREJOES";201,29
"290440 BREJOLANDIA";107,19
"290450 BROTAS DE MACAUBAS";121,17
"290460 BRUMADO";266,69
"290470 BUERAREMA";168,75
"290475 BURITIRAMA";77,28
"290480 CAATIBA";131,95
"290485 CABACEIRAS DO PARAGUACU";128,67
"290490 CACHOEIRA";235,18
"290500 CACULE";288,45
"290510 CAEM";126,28
"290515 CAETANOS";121,28
"290520 CAETITE";213,28
"290530 CAFARNAUM";170,41
"290540 CAIRU";157,16
"290550 CALDEIRAO GRANDE";116,34
"290560 CAMACAN";210,84
"290570 CAMACARI";321,00
"290580 CAMAMU";157,32
"290590 CAMPO ALEGRE DE LOURDES";123,61
"290600 CAMPO FORMOSO";178,98
"290610 CANAPOLIS";161,10
"290620 CANARANA";173,01
"290630 CANAVIEIRAS";237,58
"290640 CANDEAL";137,00
"290650 CANDEIAS";294,48
"290660 CANDIBA";139,22
"290670 CANDIDO SALES";218,54
"290680 CANSANCAO";111,01
"290682 CANUDOS";148,66
"290685 CAPELA DO ALTO ALEGRE";212,21
"290687 CAPIM GROSSO";207,79
"290689 CARAIBAS";147,96
"290690 CARAVELAS";374,24
"290700 CARDEAL DA SILVA";141,12
"290710 CARINHANHA";129,46
"290720 CASA NOVA";175,01
"290730 CASTRO ALVES";157,11
"290740 CATOLANDIA";125,10
"290750 CATU";276,27
"290755 CATURAMA";123,22
"290760 CENTRAL";162,86
"290770 CHORROCHO";136,52
"290780 CICERO DANTAS";203,04
"290790 CIPO";198,38
"290800 COARACI";194,94
"290810 COCOS";161,84
"290820 CONCEICAO DA FEIRA";185,97
"290830 CONCEICAO DO ALMEIDA";186,78
"290840 CONCEICAO DO COITE";186,70
"290850 CONCEICAO DO JACUIPE";276,30
"290860 CONDE";156,37
"290870 CONDEUBA";214,21
"290880 CONTENDAS DO SINCORA";190,43
"290890 CORACAO DE MARIA";182,42
"290900 CORDEIROS";167,00
"290910 CORIBE";103,43
"290920 CORONEL JOAO SA";111,23
"290930 CORRENTINA";176,69
"290940 COTEGIPE";155,98
"290950 CRAVOLANDIA";147,46
"290960 CRISOPOLIS";159,26
"290970 CRISTOPOLIS";152,65
"290980 CRUZ DAS ALMAS";312,29
"290990 CURACA";187,08
"291000 DARIO MEIRA";105,26
"291005 DIAS D'AVILA";290,05
"291010 DOM BASILIO";172,84
"291020 DOM MACEDO COSTA";193,28
"291030 ELISIO MEDRADO";209,88
"291040 ENCRUZILHADA";157,47
"291050 ENTRE RIOS";214,56
"291060 ESPLANADA";163,50
"291070 EUCLIDES DA CUNHA";155,20
"291072 EUNAPOLIS";385,18
"291075 FATIMA";167,99
"291077 FEIRA DA MATA";136,18
"291080 FEIRA DE SANTANA";407,25
"291085 FILADELFIA";103,94
"291090 FIRMINO ALVES";190,42
"291100 FLORESTA AZUL";169,92
"291110 FORMOSA DO RIO PRETO";255,70
"291120 GANDU";301,66
"291125 GAVIAO";157,94
"291130 GENTIO DO OURO";106,07
"291140 GLORIA";154,09
"291150 GONGOGI";114,56
"291160 GOVERNADOR MANGABEIRA";187,26
"291165 GUAJERU";172,16
"291170 GUANAMBI";300,94
"291180 GUARATINGA";159,66
"291185 HELIOPOLIS";151,74
"291190 IACU";172,23
"291200 IBIASSUCE";209,30
"291210 IBICARAI";210,04
"291220 IBICOARA";252,29
"291230 IBICUI";225,41
"291240 IBIPEBA";161,51
"291250 IBIPITANGA";184,93
"291260 IBIQUERA";128,41
"291270 IBIRAPITANGA";139,36
"291280 IBIRAPUA";237,32
"291290 IBIRATAIA";184,79
"291300 IBITIARA";164,53
"291310 IBITITA";166,32
"291320 IBOTIRAMA";278,39
"291330 ICHU";188,29
"291340 IGAPORA";199,84
"291345 IGRAPIUNA";125,17
"291350 IGUAI";176,02
"291360 ILHEUS";338,80
"291370 INHAMBUPE";154,96
"291380 IPECAETA";136,51
"291390 IPIAU";267,34
"291400 IPIRA";177,33
"291410 IPUPIARA";164,54
"291420 IRAJUBA";138,40
"291430 IRAMAIA";132,35
"291440 IRAQUARA";141,59
"291450 IRARA";186,51
"291460 IRECE";310,25
"291465 ITABELA";191,43
"291470 ITABERABA";239,62
"291480 ITABUNA";409,10
"291490 ITACARE";165,47
"291500 ITAETE";116,81
"291510 ITAGI";173,10
"291520 ITAGIBA";147,18
"291530 ITAGIMIRIM";281,71
"291535 ITAGUACU DA BAHIA";132,82
"291540 ITAJU DO COLONIA";183,07
"291550 ITAJUIPE";193,26
"291560 ITAMARAJU";284,49
"291570 ITAMARI";203,95
"291580 ITAMBE";151,78
"291590 ITANAGRA";159,89
"291600 ITANHEM";234,49
"291610 ITAPARICA";256,05
"291620 ITAPE";150,02
"291630 ITAPEBI";171,93
"291640 ITAPETINGA";316,01
"291650 ITAPICURU";124,43
"291660 ITAPITANGA";156,76
"291670 ITAQUARA";162,70
"291680 ITARANTIM";191,86
"291685 ITATIM";180,79
"291690 ITIRUCU";221,53
"291700 ITIUBA";135,11
"291710 ITORORO";215,01
"291720 ITUACU";233,64
"291730 ITUBERA";186,94
"291733 IUIU";143,06
"291735 JABORANDI";121,38
"291740 JACARACI";172,62
"291750 JACOBINA";289,20
"291760 JAGUAQUARA";225,29
"291770 JAGUARARI";212,67
"291780 JAGUARIPE";145,87
"291790 JANDAIRA";114,05
"291800 JEQUIE";275,73
"291810 JEREMOABO";157,43
"291820 JIQUIRICA";182,52
"291830 JITAUNA";137,17
"291835 JOAO DOURADO";194,29
"291840 JUAZEIRO";345,37
"291845 JUCURUCU";162,72
"291850 JUSSARA";147,35
"291855 JUSSARI";168,39
"291860 JUSSIAPE";197,50
"291870 LAFAIETE COUTINHO";147,18
"291875 LAGOA REAL";118,18
"291880 LAJE";196,72
"291890 LAJEDAO";304,24
"291900 LAJEDINHO";125,73
"291905 LAJEDO DO TABOCAL";176,53
"291910 LAMARAO";166,10
"291915 LAPAO";203,27
"291920 LAURO DE FREITAS";635,81
"291930 LENCOIS";226,52
"291940 LICINIO DE ALMEIDA";226,56
"291950 LIVRAMENTO DE NOSSA SENHORA";224,30
"291960 MACAJUBA";124,39
"291970 MACARANI";183,21
"291980 MACAUBAS";150,61
"291990 MACURURE";139,40
"291992 MADRE DE DEUS";316,97
"291995 MAETINGA";118,15
"292000 MAIQUINIQUE";187,76
"292010 MAIRI";147,58
"292020 MALHADA";116,74
"292030 MALHADA DE PEDRAS";138,38
"292040 MANOEL VITORINO";131,08
"292045 MANSIDAO";87,12
"292050 MARACAS";143,86
"292060 MARAGOGIPE";162,86
"292070 MARAU";197,07
"292080 MARCIONILIO SOUZA";167,38
"292090 MASCOTE";141,60
"292100 MATA DE SAO JOAO";253,20
"292105 MATINA";84,87
"292110 MEDEIROS NETO";277,67
"292120 MIGUEL CALMON";173,44
"292130 MILAGRES";199,22
"292140 MIRANGABA";121,59
"292145 MIRANTE";110,70
"292150 MONTE SANTO";93,32
"292160 MORPARA";155,29
"292170 MORRO DO CHAPEU";211,54
"292180 MORTUGABA";167,84
"292190 MUCUGE";157,31
"292200 MUCURI";348,35
"292205 MULUNGU DO MORRO";100,15
"292210 MUNDO NOVO";170,54
"292220 MUNIZ FERREIRA";178,18
"292225 MUQUEM DE SAO FRANCISCO";158,81
"292230 MURITIBA";229,56
"292240 MUTUIPE";351,87
"292250 NAZARE";207,90
"292260 NILO PECANHA";137,74
"292265 NORDESTINA";120,27
"292270 NOVA CANAA";158,60
"292273 NOVA FATIMA";229,58
"292275 NOVA IBIA";160,18
"292280 NOVA ITARANA";142,35
"292285 NOVA REDENCAO";139,36
"292290 NOVA SOURE";143,22
"292300 NOVA VICOSA";247,64
"292303 NOVO HORIZONTE";204,92
"292305 NOVO TRIUNFO";117,77
"292310 OLINDINA";168,94
"292320 OLIVEIRA DOS BREJINHOS";133,20
"292330 OURICANGAS";141,95
"292335 OUROLANDIA";133,20
"292340 PALMAS DE MONTE ALTO";213,94
"292350 PALMEIRAS";228,97
"292360 PARAMIRIM";339,31
"292370 PARATINGA";96,07
"292380 PARIPIRANGA";184,97
"292390 PAU BRASIL";185,21
"292400 PAULO AFONSO";334,48
"292405 PE DE SERRA";133,01
"292410 PEDRAO";111,74
"292420 PEDRO ALEXANDRE";101,04
"292430 PIATA";143,82
"292440 PILAO ARCADO";89,49
"292450 PINDAI";156,71
"292460 PINDOBACU";150,96
"292465 PINTADAS";168,09
"292467 PIRAI DO NORTE";117,89
"292470 PIRIPA";147,30
"292480 PIRITIBA";175,59
"292490 PLANALTINO";146,38
"292500 PLANALTO";180,55
"292510 POCOES";204,70
"292520 POJUCA";271,79
"292525 PONTO NOVO";114,50
"292530 PORTO SEGURO";381,84
"292540 POTIRAGUA";131,09
"292550 PRADO";301,98
"292560 PRESIDENTE DUTRA";175,51
"292570 PRESIDENTE JANIO QUADROS";135,53
"292575 PRESIDENTE TANCREDO NEVES";165,80
"292580 QUEIMADAS";159,18
"292590 QUIJINGUE";108,76
"292593 QUIXABEIRA";123,52
"292595 RAFAEL JAMBEIRO";109,82
"292600 REMANSO";189,70
"292610 RETIROLANDIA";212,45
"292620 RIACHAO DAS NEVES";110,73
"292630 RIACHAO DO JACUIPE";204,24
"292640 RIACHO DE SANTANA";138,08
"292650 RIBEIRA DO AMPARO";128,90
"292660 RIBEIRA DO POMBAL";213,91
"292665 RIBEIRAO DO LARGO";152,01
"292670 RIO DE CONTAS";190,54
"292680 RIO DO ANTONIO";130,08
"292690 RIO DO PIRES";197,88
"292700 RIO REAL";189,50
"292710 RODELAS";256,94
"292720 RUY BARBOSA";168,54
"292730 SALINAS DA MARGARIDA";145,46
"292740 SALVADOR";671,61
"292750 SANTA BARBARA";148,39
"292760 SANTA BRIGIDA";99,68
"292770 SANTA CRUZ CABRALIA";334,84
"292780 SANTA CRUZ DA VITORIA";149,99
"292790 SANTA INES";197,15
"292800 SANTALUZ";229,55
"292805 SANTA LUZIA";137,92
"292810 SANTA MARIA DA VITORIA";189,77
"292820 SANTANA";194,89
"292830 SANTANOPOLIS";132,55
"292840 SANTA RITA DE CASSIA";147,77
"292850 SANTA TERESINHA";146,97
"292860 SANTO AMARO";243,58
"292870 SANTO ANTONIO DE JESUS";309,87
"292880 SANTO ESTEVAO";177,30
"292890 SAO DESIDERIO";161,69
"292895 SAO DOMINGOS";172,58
"292900 SAO FELIX";218,52
"292905 SAO FELIX DO CORIBE";196,40
"292910 SAO FELIPE";202,28
"292920 SAO FRANCISCO DO CONDE";244,66
"292925 SAO GABRIEL";214,11
"292930 SAO GONCALO DOS CAMPOS";220,51
"292935 SAO JOSE DA VITORIA";141,33
"292937 SAO JOSE DO JACUIPE";132,08
"292940 SAO MIGUEL DAS MATAS";202,96
"292950 SAO SEBASTIAO DO PASSE";248,22
"292960 SAPEACU";193,71
"292970 SATIRO DIAS";97,83
"292975 SAUBARA";203,67
"292980 SAUDE";150,44
"292990 SEABRA";217,97
"293000 SEBASTIAO LARANJEIRAS";177,19
"293010 SENHOR DO BONFIM";332,01
"293015 SERRA DO RAMALHO";119,29
"293020 SENTO SE";141,14
"293030 SERRA DOURADA";150,06
"293040 SERRA PRETA";142,29
"293050 SERRINHA";203,09
"293060 SERROLANDIA";161,69
"293070 SIMOES FILHO";292,28
"293075 SITIO DO MATO";101,64
"293076 SITIO DO QUINTO";210,62
"293077 SOBRADINHO";263,24
"293080 SOUTO SOARES";152,38
"293090 TABOCAS DO BREJO VELHO";130,93
"293100 TANHACU";237,50
"293105 TANQUE NOVO";140,19
"293110 TANQUINHO";209,57
"293120 TAPEROA";150,99
"293130 TAPIRAMUTA";162,17
"293135 TEIXEIRA DE FREITAS";391,68
"293140 TEODORO SAMPAIO";156,79
"293150 TEOFILANDIA";169,71
"293160 TEOLANDIA";119,75
"293170 TERRA NOVA";161,45
"293180 TREMEDAL";155,31
"293190 TUCANO";146,97
"293200 UAUA";165,89
"293210 UBAIRA";172,16
"293220 UBAITABA";196,42
"293230 UBATA";213,09
"293240 UIBAI";187,34
"293245 UMBURANAS";134,63
"293250 UNA";161,62
"293260 URANDI";202,88
"293270 URUCUCA";163,18
"293280 UTINGA";154,45
"293290 VALENCA";259,61
"293300 VALENTE";213,09
"293305 VARZEA DA ROCA";129,68
"293310 VARZEA DO POCO";166,79
"293315 VARZEA NOVA";153,62
"293317 VARZEDO";150,95
"293320 VERA CRUZ";273,83
"293325 VEREDA";171,96
"293330 VITORIA DA CONQUISTA";403,78
"293340 WAGNER";210,31
"293345 WANDERLEY";186,19
"293350 WENCESLAU GUIMARAES";141,04
"293360 XIQUE-XIQUE";143,63
"310010 ABADIA DOS DOURADOS";363,66
"310020 ABAETE";498,19
"310030 ABRE CAMPO";308,59
"310040 ACAIACA";268,19
"310050 ACUCENA";178,42
"310060 AGUA BOA";243,44
"310070 AGUA COMPRIDA";513,75
"310080 AGUANIL";417,01
"310090 AGUAS FORMOSAS";225,97
"310100 AGUAS VERMELHAS";186,12
"310110 AIMORES";352,14
"310120 AIURUOCA";443,98
"310130 ALAGOA";281,76
"310140 ALBERTINA";424,36
"310150 ALEM PARAIBA";578,73
"310160 ALFENAS";701,56
"310163 ALFREDO VASCONCELOS";280,98
"310170 ALMENARA";322,83
"310180 ALPERCATA";291,31
"310190 ALPINOPOLIS";473,71
"310200 ALTEROSA";377,21
"310205 ALTO CAPARAO";584,71
"310210 ALTO RIO DOCE";242,29
"310220 ALVARENGA";208,49
"310230 ALVINOPOLIS";321,02
"310240 ALVORADA DE MINAS";215,13
"310250 AMPARO DO SERRA";231,62
"310260 ANDRADAS";708,97
"310270 CACHOEIRA DE PAJEU";155,25
"310280 ANDRELANDIA";416,78
"310285 ANGELANDIA";285,84
"310290 ANTONIO CARLOS";335,54
"310300 ANTONIO DIAS";235,72
"310310 ANTONIO PRADO DE MINAS";344,53
"310320 ARACAI";312,48
"310330 ARACITABA";279,54
"310340 ARACUAI";259,47
"310350 ARAGUARI";634,56
"310360 ARANTINA";278,42
"310370 ARAPONGA";183,41
"310375 ARAPORA";555,66
"310380 ARAPUA";549,95
"310390 ARAUJOS";415,74
"310400 ARAXA";662,88
"310410 ARCEBURGO";448,02
"310420 ARCOS";521,26
"310430 AREADO";551,83
"310440 ARGIRITA";344,63
"310445 ARICANDUVA";150,11
"310450 ARINOS";240,18
"310460 ASTOLFO DUTRA";431,80
"310470 ATALEIA";221,42
"310480 AUGUSTO DE LIMA";276,24
"310490 BAEPENDI";384,83
"310500 BALDIM";314,60
"310510 BAMBUI";481,17
"310520 BANDEIRA";165,72
"310530 BANDEIRA DO SUL";466,79
"310540 BARAO DE COCAIS";340,86
"310550 BARAO DE MONTE ALTO";258,79
"310560 BARBACENA";559,14
"310570 BARRA LONGA";226,67
"310590 BARROSO";365,15
"310600 BELA VISTA DE MINAS";311,64
"310610 BELMIRO BRAGA";295,30
"310620 BELO HORIZONTE";1097,23
"310630 BELO ORIENTE";268,64
"310640 BELO VALE";313,87
